delay_steps,final_trace_distance_to_reference,max_trace_distance_to_reference,final_purity,min_purity,final_entropy,max_entropy,final_source_norm,max_source_norm,final_curvature_norm,max_curvature_norm,num_records
0,0.984375,0.9921567416492243,0.015625000000000003,0.015625000000000003,4.158883083359672,4.158883083359672,22.966304321213745,22.966304321213745,46.87000881880351,46.87000881880351,11
1,0.9843750000000001,0.9921567416492243,0.015625000000000003,0.015625000000000003,4.158883083359672,4.158883083359672,22.966304321213745,22.966304321213745,46.87000881880351,46.87000881880351,11
2,0.9843750000000001,0.9921567416492243,0.015625000000000003,0.015625000000000003,4.1588830833596715,4.158883083359672,22.966304321213745,22.966304321213745,46.87000881880351,46.87000881880351,11
5,0.9843750000000001,0.9921567416492243,0.015625000000000003,0.015625000000000003,4.1588830833596715,4.158883083359672,22.966304321213745,22.966304321213745,46.87000881880351,46.87000881880351,11
